"10% increased Energy Shield Recharge Rate","能量护盾充能率提高 10%"
"+10 to maximum Energy Shield","+10 最大能量护盾"
"Minions deal 10% increased Damage","召唤生物的伤害提高 10%"
"Minions have 4% increased Attack Speed","召唤生物的攻击速度加快 4%"
"Minions have 4% increased Cast Speed","召唤生物的施法速度加快 4%"
"30% increased Block Recovery","格挡回复提高 30%"
"+2% Chance to Block Attack Damage while holding a Shield","攻击伤害格挡率在持盾牌时 +2%"
"60% increased Block Recovery","格挡回复提高 60%"
"+20 Mana gained when you Block","格挡时回复 +20 魔力"
"40% increased Defences from Equipped Shield","从盾牌获取的防御提高 40%"
"+5% Chance to Block Attack Damage while holding a Shield","持盾牌时攻击伤害格挡率 +5%"
"8% increased Attack Damage while holding a Shield","持盾牌时造成的攻击伤害提高 8% "
"Attack Skills deal 8% increased Damage with Ailments while holding a Shield","持盾牌时，攻击技能造成的异常状态伤害提高 8%"
"10% increased Attack Damage while holding a Shield","持盾牌时造成的攻击伤害提高 10%"
"3% increased Attack Speed while holding a Shield","持盾牌时攻击速度加快 3%"
"Attack Skills deal 10% increased Damage with Ailments while holding a Shield","持盾牌时，攻击技能造成的异常状态伤害提高 10%"
"20% increased Attack Damage while holding a Shield","持盾牌时造成的攻击伤害提高 20% "
"8% increased Attack Speed while holding a Shield","持盾牌时攻击速度加快 8%"
"Attack Skills deal 20% increased Damage with Ailments while holding a Shield","持盾牌时，攻击技能造成的异常状态伤害提高 20%"
"4% increased Attack Speed with Staves","长杖攻击的攻击速度提高 4% "
"6% increased Accuracy Rating with Staves","长杖攻击的命中值提高 6%"
"8% increased Attack Speed with Staves","长杖攻击的攻击速度提高 8% "
"12% increased Accuracy Rating with Staves","长杖攻击的命中值提高 12%"
"30% increased Critical Strike Chance with Staves","长杖攻击的暴击率提高 30%"
"+150 to Accuracy Rating with Staves","长杖攻击 +150 点命中值"
"6% increased Attack Speed","攻击速度加快 6%"
"10% increased Global Accuracy Rating","命中值提高 10%"
"14% increased Attack Physical Damage","攻击造成的物理伤害提高 14%"
"+14 to maximum Life","+14 最大生命"
"0.4% of Physical Attack Damage Leeched as Life","物理攻击伤害的 0.4% 会转化为生命偷取"
"25% increased total Recovery per second from Life Leech","从生命偷取中获得的每秒总恢复量提高 25%"
"30% increased Physical Damage with Two Handed Melee Weapons","物理伤害在使用双手近战武器时提高 30%"
"0.8% of Physical Attack Damage Leeched as Life","物理攻击伤害的 0.8% 会转化为生命偷取"
"50% increased total Recovery per second from Life Leech","生命偷取的每秒总恢复量提高 50%"
"30% increased Damage with Ailments from Attack Skills while wielding a Two Handed Weapon","持双手武器时，攻击技能造成的异常状态伤害提高 30%"
"0.4% of Attack Damage Leeched as Life","攻击伤害的 0.4% 转化为生命偷取"
"0.4% of Attack Damage Leeched as Mana","攻击伤害的 0.4% 转化为魔力偷取"
"10% increased total Recovery per second from Mana Leech","从魔力偷取中获得的每秒总恢复量提高 10%"
"0.8% of Attack Damage Leeched as Mana","攻击伤害的 0.8% 转化为魔力偷取"
"25% increased Maximum total Recovery per second from Mana Leech","从魔力偷取中获得的每秒最大总恢复量提高 25%"
"20% increased total Recovery per second from Mana Leech","从魔力偷取中获得的每秒总恢复量提高 20%"
"10% increased total Recovery per second from Life Leech","从生命偷取中获得的每秒总恢复量提高 10%"
"0.8% of Attack Damage Leeched as Life","攻击伤害的 0.8% 转化为生命偷取"
"15% increased Maximum total Recovery per second from Life Leech","从生命偷取中获得的每秒最大总恢复量提高 15%"
"20% increased total Recovery per second from Life Leech","生命偷取的每秒总恢复量提高 20%"
"14% increased Totem Damage","图腾伤害提高 14%"
"14% increased Damage with Brand Skills","烙印技能伤害提高 14%"
"+1 to maximum number of Summoned Totems","+1 召唤图腾数量上限"
"15% increased Totem Placement speed","图腾放置速度增加 15%"
"10% increased Brand Attachment range","烙印的附着范围扩大 10%"
"15% increased Totem Life","图腾的生命提高 15%"
"Totems gain +10% to all Elemental Resistances","图腾 +10% 元素抗性"
"Spells Cast by Totems have 5% increased Cast Speed","图腾所使用法术的施法速度加快 5%"
"Attacks used by Totems have 7% increased Attack Speed","图腾所使用攻击的攻击速度提高 7%"
"5% increased Brand Activation frequency","烙印的激活频率提高 5%"
"-1 to maximum number of Summoned Totems.","召唤图腾的上限 -1。"
"Minions have 10% increased maximum Life","召唤生物的最大生命提高 10%"
"Minions deal 15% increased Damage","召唤生物的伤害提高 15%"
"30% increased Minion Accuracy Rating","召唤生物命中值提高 30%"
"+1 to Maximum number of Raised Zombies","+1 魔卫复苏数量上限"
"+1 to Maximum number of Skeletons","+1 魔侍数量上限"
"Damage with Weapons Penetrates 8% Lightning Resistance","武器造成的伤害穿透 8% 闪电抗性"
"30% increased Lightning Damage with Attack Skills","攻击技能的闪电伤害提高 30%"
"10% increased Effect of Shock","感电效果提高 10%"
"12% increased Lightning Damage with Attack Skills","攻击技能的闪电伤害提高 12%"
"10% increased Lightning Damage","闪电伤害提高 10%"
"16% increased Lightning Damage","闪电伤害提高 16%"
"4% increased Cast Speed","施法速度加快 4%"
"+15% to Critical Strike Multiplier","+15% 攻击和法术暴击伤害加成"
"+10 to Strength","+10 力量"
"10% increased Totem Life","图腾的生命提高 10%"
"10% increased Totem Placement speed","图腾放置速度增加 10%"
"25% increased Totem Damage","图腾伤害提高 25%"
"Totems gain +16% to all Elemental Resistances","图腾 +16% 元素抗性"
"Totems have 10% additional Physical Damage Reduction","图腾有 10% 额外物理伤害减免"
"10% increased Totem Damage","图腾伤害提高 10%"
"Spells Cast by Totems have 3% increased Cast Speed","图腾所使用法术的施法速度提高 3%"
"Attacks used by Totems have 5% increased Attack Speed","图腾所使用攻击的攻击速度加快 5%"
"Damage Penetrates 10% of Enemy Elemental Resistances","伤害穿透敌人 10% 的元素抗性"
"40% increased Effect of Heralds on you","你身上的捷效果提高 40%"
"Shocks from your Hits always increase Damage taken by at least 10%","你击中造成的感电效果始终使受到的伤害提高至少 10%"
"+1 to maximum number of Golems","最多可同时拥有额外 1 个魔像"
"5% increased maximum Mana","魔力上限提高 5%"
"3% reduced Mana Cost of Skills","技能魔力消耗降低 3%"
"22% increased maximum Mana","魔力上限提高 22%"
"6% reduced Mana Cost of Skills","技能魔力消耗降低 6%"
"+2% Chance to Block Spell Damage while wielding a Staff","持长杖时法术伤害格挡几率 +2%"
"3% increased Attack Speed with Staves","长杖攻击的攻击速度提高 3% "
"3% increased Cast Speed while wielding a Staff","持长杖时施法速度提高 3%"
"+2% Chance to Block Attack Damage while wielding a Staff","持长杖时攻击伤害格挡几率 +2%"
"+6% Chance to Block Spell Damage while wielding a Staff","持长杖时法术伤害格挡几率 +6%"
"20% chance to gain a Power Charge when you Block","格挡时有 20% 的几率获得暴击球"
"+6% Chance to Block Attack Damage while wielding a Staff","持长杖时攻击伤害格挡几率 +6%"
"30% increased Damage with Staves","长杖攻击的伤害提高 30%"
"10% chance to gain an Endurance Charge on Melee Critical Strike","有 10% 的几率在近战暴击时获得一个耐力球"
"30% increased Damage with Ailments from Attack Skills while wielding a Staff","持长杖时，攻击类技能造成的异常状态伤害提高 30%"
"+2 to Melee range with Staves","+2 长杖类近战范围"
"15% increased Damage with Staves","长杖攻击的伤害提高 15%"
"20% increased Stun Duration with Staves on Enemies","长杖攻击造成的晕眩时间延长 20%"
"15% increased Damage with Ailments from Attack Skills while wielding a Staff","持长杖时，攻击类技能造成的异常状态伤害提高 15%"
"30% increased Global Critical Strike Chance while wielding a Staff","持长杖时，暴击率提高 30%"
"60% increased Global Critical Strike Chance while wielding a Staff","持长杖时，暴击率提高 60%"
"+30% to Global Critical Strike Multiplier while wielding a Staff","持长杖时 +30% 全域暴击伤害加成"
"+2% Chance to Block Spell Damage while holding a Shield","持盾牌时有 +2% 的几率格挡法术伤害"
"+6% Elemental Resistances while holding a Shield","持盾牌时 +6% 元素抗性"
"+3% Chance to Block Spell Damage while holding a Shield","持盾时法术伤害格挡几率 +3%"
"+12% Elemental Resistances while holding a Shield","持盾牌时 +12% 元素抗性"
"+3% Chance to Block Attack Damage while holding a Shield","攻击伤害格挡率在持盾牌时 +3%"
"Curse Skills have 15% increased Skill Effect Duration","诅咒技能的技能效果持续时间延长 15%"
"5% increased Effect of your Curses","你所施放诅咒的效果提高 5%"
"40% increased Area of Effect of Curse Skills","诅咒范围扩大 40%"
"Curse Skills have 80% increased Skill Effect Duration","诅咒技能的技能效果持续时间延长 80%"
"25% increased Defences from Equipped Shield","从盾牌获取的防御提高 25%"
"24% increased Armour","该装备的护甲提高 24%"
"+12% to all Elemental Resistances","+12% 所有元素抗性"
"3% increased Movement Speed","移动速度加快 3%"
"14% increased Armour","该装备的护甲提高 14%"
"+3% to all Elemental Resistances","+3% 所有元素抗性"
"+5% to all Elemental Resistances","+5% 所有元素抗性"
"+8% Elemental Resistances while holding a Shield","持盾牌时 +8% 元素抗性"
"8% increased Melee Physical Damage","近战物理伤害提高 8%"
"8% increased maximum Mana","魔力上限提高 8%"
"10% increased Effect of Arcane Surge on you","你身上的秘术增强效果提高 10%"
"10% increased Mana Regeneration Rate","魔力再生速度提高 10%"
"15% increased maximum Mana","魔力上限提高 15%"
"10% increased Effect of Arcane Surge on you per","最近你每消耗 200 点魔力"
"10% chance to gain Arcane Surge when you Kill an Enemy","你击败敌人时有 10% 的几率获得秘术增强"
"5% increased maximum Life","生命上限提高 5%"
"15% increased Physical Damage with Swords","剑类攻击的物理伤害提高 15%"
"Attacks have 10% chance to cause Bleeding","攻击有 10% 的几率导致流血"
"15% increased Damage with Ailments from Attack Skills while wielding a Sword","持剑时，攻击技能造成的异常状态伤害提高 15%"
"10% increased Physical Damage with Swords","剑类的物理伤害提高 10%"
"4% increased Attack Speed with Swords","剑类攻击的攻击速度加快 4%"
"10% increased Damage with Ailments from Attack Skills while wielding a Sword","持剑时，攻击技能造成的异常状态伤害提高 10%"
"20% increased Physical Damage with Swords","剑类的物理伤害提高 20%"
"8% increased Attack Speed with Swords","剑类攻击的攻击速度加快 8%"
"+200 to Accuracy Rating with Swords","剑类攻击 +200 点命中值"
"20% increased Damage with Ailments from Attack Skills while wielding a Sword","持剑时，攻击技能造成的异常状态伤害提高 20%"
"+1 to Melee range with Swords","+1 剑类类近战范围"
"25% increased Damage with Ailments from Attack Skills while wielding a Sword","持剑时，攻击技能造成的异常状态伤害提高 25%"
"+10% to Damage over Time Multiplier for Bleeding","+10% 流血持续伤害加成"
"30% increased Physical Damage with Swords","剑类攻击的物理伤害提高 30%"
"Attacks have 15% chance to cause Bleeding","攻击有 15% 的几率导致流血"
"30% increased Damage with Ailments from Attack Skills while wielding a Sword","持剑时，攻击技能造成的异常状态伤害提高 30%"
"12% increased Physical Damage with Swords","剑类攻击的物理伤害提高 12%"
"12% increased Damage with Ailments from Attack Skills while wielding a Sword","持剑时，攻击技能造成的异常状态伤害提高 12%"
"Minions deal 8% increased Damage","召唤生物的伤害提高 8%"
"8% increased Minion Duration","召唤生物持续时间提高 8%"
"15% increased Skill Effect Duration","技能效果持续时间提高 15%"
"Minions deal 20% increased Damage","召唤生物的伤害提高 20%"
"Minions deal 20% increased Damage if you've used a Minion Skill Recently","近期内你若使用了召唤生物技能，则召唤生物的伤害提高 20%"
"15% increased Minion Duration","召唤生物持续时间延长 15%"
"Minions have 12% increased maximum Life","召唤生物的最大生命提高 12%"
"Minions have +10% to all Elemental Resistances","召唤生物获得 +10% 元素抗性"
"Minions have 10% additional Physical Damage Reduction","召唤生物有 10% 额外物理伤害减免"
"Minions have 15% increased maximum Life","召唤生物的最大生命提高 15%"
"Minions have 15% additional Physical Damage Reduction","召唤生物有 15% 额外物理伤害减免"
"Minions have +15% to all Elemental Resistances","召唤生物获得 +15% 元素抗性"
"14% increased Physical Damage with Axes","斧类物理伤害提高 14%"
"14% increased Damage with Ailments from Attack Skills while wielding an Axe","持斧时，攻击技能造成的异常状态伤害提高 14%"
"26% increased Physical Damage with Axes","斧类攻击的物理伤害提高 26%"
"6% increased Attack Speed with Axes","斧类攻击的攻击速度提高 6%"
"26% increased Damage with Ailments from Attack Skills while wielding an Axe","持斧时，攻击技能造成的异常状态伤害提高 26%"
"+1 to Melee range with Axes","+1 斧类近战范围"
"16% increased Physical Damage with Axes","斧类攻击的物理伤害提高 16%"
"16% increased Damage with Ailments from Attack Skills while wielding an Axe","持斧时，攻击技能造成的异常状态伤害提高 16%"
"12% increased Physical Damage with Axes","斧类物理伤害提高 12%"
"12% increased Damage with Ailments from Attack Skills while wielding an Axe","持斧时，攻击技能造成的异常状态伤害提高 12%"
"14% increased Physical Damage with Maces and Sceptres","锤类和短杖类攻击的物理伤害提高 14%"
"4% reduced Enemy Stun Threshold with Maces and Sceptres","锤类和短杖类攻击降低 4% 敌人晕眩门槛"
"14% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","持锤或短杖时，攻击技能造成的异常状态伤害提高 14%"
"30% increased Physical Damage with Maces and Sceptres","锤类和短杖类攻击的物理伤害提高 30%"
"10% reduced Enemy Stun Threshold with Maces and Sceptres","锤类和短杖类攻击降低 10% 敌人晕眩门槛"
"30% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","持锤或短杖时，攻击技能造成的异常状态伤害提高 30%"
"16% increased Physical Damage with Maces and Sceptres","锤类和短杖类攻击的物理伤害提高 16%"
"20% increased Stun Duration on Enemies","敌人的晕眩时间延长 20%"
"16% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","持锤或短杖时，攻击技能造成的异常状态伤害提高 16%"
"12% increased Area of Effect","效果区域扩大 12%"
"+2 to Melee range with Maces and Sceptres","+2 锤类和短杖类近战范围"
"12% increased Damage with Maces and Sceptres","锤类和短杖类攻击伤害提高 12%"
"12% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","持锤或短杖时，攻击技能造成的异常状态伤害提高 12%"
"10% increased Damage with Maces and Sceptres","锤类和短杖类攻击伤害提高 10%"
"10% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","持锤或短杖时，攻击技能造成的异常状态伤害提高 10%"
"8% increased Damage with Maces and Sceptres","锤类和短杖类攻击伤害提高 8%"
"3% increased Attack Speed with Maces and Sceptres","锤类和短杖类攻击的攻击速度提高 3%"
"8% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","持锤或短杖时，攻击技能造成的异常状态伤害提高 8%"
"18% increased Damage with Maces and Sceptres","锤类和短杖类攻击伤害提高 18%"
"6% increased Attack Speed with Maces and Sceptres","锤类和短杖类攻击的攻击速度提高 6%"
"15% increased Area of Effect if you have Stunned an Enemy Recently","若你近期内晕眩过敌人，则效果区域扩大 15%"
"18% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","持锤或短杖时，攻击技能造成的异常状态伤害提高 18%"
"12% increased Evasion Rating and Armour","闪避值与护甲提高 12%"
"10% increased Evasion Rating and Armour","闪避值与护甲提高 10%"
"10% increased Onslaught Effect","【猛攻】效果提高 10%"
"20% increased Attack Damage","攻击伤害提高 20%"
"30% increased Evasion Rating during Onslaught","在【猛攻】状态期间闪避值提高 30%"
"20% increased Onslaught Effect","【猛攻】效果提高 20%"
"10% chance to gain Onslaught for 4 seconds on Kill","击败敌人时有 10% 的几率获得 4 秒猛攻状态"
"12% increased Attack Damage","攻击伤害提高 12%"
"8% increased Global Accuracy Rating","命中值提高 8%"
"12% increased Evasion Rating","该装备的闪避值提高 12%"
"10% increased Armour","该装备的护甲提高 10%"
"+150 to Armour","+150 护甲"
"30% increased Armour","该装备的护甲提高 30%"
"+1% to all maximum Elemental Resistances","+1% 元素抗性上限"
"5% additional Physical Damage Reduction","5% 额外物理伤害减伤"
"30% increased Shock Duration on Enemies","敌人的感电持续时间延长 30%"
"5% chance to Shock","闪电伤害击中时有 5% 的几率使敌人受到感电效果影响"
"20% increased Shock Duration on Enemies","敌人的感电持续时间延长 20%"
"40% increased Critical Strike Chance against Shocked Enemies","对感电目标的暴击率提高 40%"
"30% increased Damage if you have Shocked an Enemy Recently","若你近期内感电任意敌人，则伤害提高 30%"
"30% increased Effect of Shock","感电效果提高 30%"
"10% chance to Shock","闪电伤害击中时有 10% 的几率使敌人受到感电效果影响"
"15% increased Critical Strike Chance against Shocked Enemies","对感电目标的暴击率提高 15%"
"10% increased Damage if you have Shocked an Enemy Recently","若你近期内感电任意敌人，则伤害提高 10%"
"12% increased Elemental Damage","元素伤害提高 12%"
"8% increased Lightning Damage","闪电伤害提高 8%"
"8% increased Physical Damage","物理伤害提高 8%"
"8% increased Fire Damage","火焰伤害提高 8%"
"8% increased Elemental Damage","元素伤害提高 8%"
"6% increased Elemental Damage","元素伤害提高 6%"
"Damage Penetrates 1% Elemental Resistances","伤害穿透 1% 元素抗性"
"+3% to Fire Damage over Time Multiplier","+3% 火焰持续伤害加成"
"8% increased Effect of non-Damaging Ailments on Enemies","对敌人施加的非伤害性异常状态效果的伤害提高 8%"
"+6% to Fire Damage over Time Multiplier","+6% 火焰持续伤害加成"
"18% increased Elemental Damage","元素伤害提高 18%"
"Damage Penetrates 5% Elemental Resistances","伤害穿透 5% 元素抗性"
"10% increased Effect of non-Damaging Ailments on Enemies","对敌人施加的非伤害性异常状态效果的伤害提高 10%"
"Gain 5% of Physical Damage as Extra Fire Damage","获得额外火焰伤害， 其数值等同于物理伤害的 5%"
"Fire Spells have 15% of Physical Damage Converted to Fire Damage","火焰法术的 15% 物理伤害转换为火焰伤害"
"12% increased Physical Damage","物理伤害提高 12%"
"Gain 5% of Physical Damage as Extra Lightning Damage","获得额外闪电伤害， 其数值等同于物理伤害的 5%"
"Lightning Spells have 15% of Physical Damage Converted to Lightning Damage","闪电法术可将物理伤害的 15% 转换为闪电伤害"
"14% increased Trap Damage","陷阱伤害提高 14%"
"10% increased Trap Damage","陷阱伤害提高 10%"
"20% increased Trap Trigger Area of Effect","陷阱触发范围扩大 20%"
"24% increased Trap Damage","陷阱伤害提高 24%"
"8% increased Area of Effect","效果区域扩大 8%"
"40% increased Trap Trigger Area of Effect","陷阱触发范围扩大 40%"
"+1 to Maximum Endurance Charges","耐力球数量上限 +1"
"Regenerate 0.2% of Life per second per Endurance Charge","每个耐力球使你每秒再生 0.2% 生命"
"18% increased Endurance Charge Duration","耐力球持续时间延长 18%"
"You take 20% reduced Extra Damage from Critical Strikes","受到的暴击伤害降低 20%"
"20% reduced Effect of Curses on you","你受到的诅咒效果降低 20%"
"8% increased Damage with Daggers","匕首伤害提高 8%"
"20% increased Critical Strike Chance with Daggers","匕首攻击的暴击率提高 20%"
"8% increased Damage with Ailments from Attack Skills while wielding a Dagger","持匕时，攻击技能造成的异常状态伤害提高 8%"
"10% increased Damage with Daggers","匕首伤害提高 10%"
"6% increased Accuracy Rating with Daggers","匕首攻击的命中值提高 6%"
"10% increased Damage with Ailments from Attack Skills while wielding a Dagger","持匕时，攻击技能造成的异常状态伤害提高 10%"
"20% increased Damage with Daggers","匕首伤害提高 20%"
"40% increased Critical Strike Chance with Daggers","匕首攻击的暴击率提高 40%"
"+20% to Critical Strike Multiplier with Daggers","匕首攻击 +20% 暴击伤害加成"
"+150 to Accuracy Rating with Daggers","匕首攻击 +150 点命中值"
"20% increased Damage with Ailments from Attack Skills while wielding a Dagger","持匕时，攻击技能造成的异常状态伤害提高 20%"
"15% increased Critical Strike Chance with Daggers","匕首攻击的暴击率提高 15%"
"Damage Penetrates 6% Lightning Resistance","伤害穿透 6% 的闪电抗性"
"0.2% of Lightning Damage Leeched as Energy Shield","闪电伤害的 0.2% 转化为能量护盾偷取"
"15% increased Lightning Damage","闪电伤害提高 15%"
"20% increased Lightning Damage","闪电伤害提高 20%"
"15% increased Effect of Shock","感电效果提高 15%"
"3% increased Attack Speed with Axes","斧类攻击的攻击速度加快 3%"
"25% increased Physical Damage with Axes","斧类物理伤害提高 25%"
"8% increased Attack Speed with Axes","斧类攻击的攻击速度加快 8%"
"25% increased Damage with Ailments from Attack Skills while wielding an Axe","持斧时，攻击技能造成的异常状态伤害提高 25%"
"15% increased Physical Damage with Axes","斧类攻击的物理伤害提高 15%"
"15% increased Damage with Ailments from Attack Skills while wielding an Axe","持斧时，攻击技能造成的异常状态伤害提高 15%"
"20% increased Bleeding Duration","流血持续时间延长 20%"
"20% increased Physical Damage with Axes","斧类攻击的物理伤害提高 20%"
"30% increased Damage with Hits and Ailments against Bleeding Enemies","击中和异常状态对流血敌人的伤害提高 30%"
"20% increased Damage with Ailments from Attack Skills while wielding an Axe","持斧时，攻击技能造成的异常状态伤害提高 20%"
"Bleeding you inflict deals Damage 15% faster","你造成的流血的伤害生效速度加快 15%"
"Regenerate 0.5% of Life per second","每秒再生 0.5% 生命"
"15% increased Endurance Charge Duration","耐力球持续时间延长 15%"
"10% increased Fire Damage","火焰伤害提高 10%"
"Enemies near your Totems deal 8% less Damage","在你图腾周围，敌人造成的伤害总降 8%"
"Enemies near your Totems take 16% increased Physical and Fire Damage","在你图腾周围，敌人承受的物理和火焰伤害提高 16%"
"+100% to Fire Resistance","+100% 火焰抗性"
"Regenerate 2% of Life per second","生命每秒再生 2%"
"10% of Physical Damage from Hits taken as Fire Damage","受到击中物理伤害的 10% 转化为火焰伤害"
"50% increased Life Recovery Rate if you've taken Fire Damage from an Enemy Hit Recently","若你近期内受到敌人的火焰伤害，则生命回复速度提高 50%"
"1% of Damage dealt by your Totems is Leeched to you as Life","你偷取生命，数值等同于你的图腾造成伤害的 1%"
"50% increased Effect of Buffs granted by your Active Ancestor Totems","激活的先祖图腾使增益效果提高 50%"
"Ancestor Totems have 100% increased Activation range","先祖图腾使激活射程提高 100%"
"25% increased Area of Effect while you have a Totem","有图腾存在时效果区域扩大 25%"
"35% chance to gain an Endurance Charge when you use a Fire skill","使用火焰技能时，有 35% 几率获得一个耐力球"
"5% increased Physical Damage per Endurance Charge","每个耐力球可使物理伤害提高 5%"
"5% increased Fire Damage per Endurance Charge","每个耐力球可使火焰伤害提高 5%"
"+10% to Fire Resistance","+10% 火焰抗性"
"Regenerate 0.5% of Life per second per Endurance Charge","生命按照每个耐力球每秒再生 0.5%"
"3% more Damage for each Endurance Charge lost recently, up to 15%","近期内每失去一个耐力球就使总伤害额外提高 3%，最大 15%"
"25% increased Damage with Axes","斧类攻击的伤害提高 25%"
"40% increased Global Evasion Rating when on Full Life","满血时最大闪避值提高 40%"
"10% increased Damage with Axes","斧类攻击的伤害提高 10%"
"10% increased Damage with Ailments from Attack Skills while wielding an Axe","持斧时，攻击技能造成的异常状态伤害提高 10%"
"4% increased Attack Speed with Axes","斧类攻击的攻击速度加快 4%"
"8% increased Damage with Axes","斧类攻击的伤害提高 8%"
"12% increased Elemental Damage with Wands","法杖攻击的元素伤害提高 12%"
"14% increased Elemental Damage with Wands","法杖攻击的元素伤害提高 14%"
"6% increased Attack Speed with Wands","法杖攻击的攻击速度加快 6%"
"24% increased Elemental Damage with Wands","法杖攻击的元素伤害提高 24%"
"Damage with Weapons Penetrates 5% Elemental Resistance","武器造成的伤害穿透 5% 元素抗性"
"3% increased Attack Speed with Wands","法杖攻击的攻击速度提高 3%"
"6% increased Accuracy Rating with Wands","法杖攻击的命中值提高 6%"
"8% increased Armour","该装备的护甲提高 8%"
"3% increased Cast Speed","施法速度加快 3%"
"25% increased maximum Mana","魔力上限提高 25%"
"8% of Damage is taken from Mana before Life","8% 的伤害优先从魔力扣除"
